EVENT_ID,USER_ID,TYPE,RATE,PARAMETERS,EVENT_TIME,WINDOW_START,APIKEY,CONSENT,COUNT,EXPERIMENT,SDK_TYPE,DOMAIN,DEPLOYMENT_ID,COUNTRY,REGION,BROWSER_FAMILY,DEVICE_TYPE
99132d17-7416-4e45-be72-32182a81cf3e,49fd439c-c48b-44b9-8995-52bbe6f2f195,consent.given,1.0,"{
  ""action"": ""click"",
  ""previous_purposes"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""previous_purposes_li"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""previous_vendors"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""previous_vendors_li"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""purposes"": {
    ""disabled"": [],
    ""enabled"": [
      ""cookies"",
      ""select_basic_ads"",
      ""create_ads_profile"",
      ""select_personalized_ads"",
      ""measure_ad_performance"",
      ""market_research"",
      ""improve_products"",
      ""create_content_profile"",
      ""select_personalized_content"",
      ""measure_content_performance"",
      ""geolocation_data"",
      ""CookieStatistique"",
      ""CookiePerso"",
      ""CookieMarketing""
    ]
  },
  ""purposes_li"": {
    ""disabled"": [],
    ""enabled"": [
      ""select_basic_ads"",
      ""measure_ad_performance"",
      ""market_research"",
      ""improve_products"",
      ""create_content_profile"",
      ""select_personalized_content"",
      ""CookieStatistique"",
      ""CookieMarketing""
    ]
  },
  ""vendors"": {
    ""disabled"": [],
    ""enabled"": [
      ""91"",
      ""889"",
      ""316"",
      ""42"",
      ""132"",
      ""402"",
      ""google"",
      ""c:UniversalAnalytics"",
      ""c:Qubit"",
      ""c:Criteo"",
      ""c:ContentSquare"",
      ""c:Facebook"",
      ""c:GoogleAds"",
      ""c:BingAds"",
      ""c:Pinterest"",
      ""c:Taboola"",
      ""c:Critizr"",
      ""c:RemailMe"",
      ""c:GoogleAnalytics4"",
      ""c:bazaarvoice"",
      ""c:effinity"",
      ""c:puig-UWM9G3bL"",
      ""c:admotv-nNKEnL9k"",
      ""c:snapinc-yhYnJZfT"",
      ""c:firebase-paDC3f3r"",
      ""c:airship-8GC7TdBX"",
      ""c:gamned-PZwBJ6mY"",
      ""c:qwarry-nDExHtAF"",
      ""c:adot-myzPA4G6"",
      ""c:bliink-a4P6zDBK"",
      ""c:kmtx-WYRccUp9"",
      ""c:vdx-RhfJCVaY"",
      ""c:campaignm-2b8zJA8g""
    ]
  },
  ""vendors_li"": {
    ""disabled"": [],
    ""enabled"": [
      ""132"",
      ""google"",
      ""c:snapinc-yhYnJZfT"",
      ""c:leboncoi-CNtJ7XEt"",
      ""c:qwarry-nDExHtAF"",
      ""c:adot-myzPA4G6"",
      ""c:bliink-a4P6zDBK"",
      ""c:vdx-RhfJCVaY"",
      ""c:campaignm-2b8zJA8g""
    ]
  }
}",2025-09-10 21:42:21.623,2025-09-10 21:00:00.000,29b2ad43-be6b-441a-9324-038b9268c9b6,full opt-in,1,,sdk-mobile,beauty.com,Gq2bhTwJ,"""FR""","""NAQ""",Didomi SDK,smartphone
1bcc4555-93ff-497c-927c-ff64aeb7880a,893d4157-75b4-4ced-a8e0-11bf1d6145c7,consent.asked,0.2,"{
  ""position"": ""popup"",
  ""purposes"": [
    ""cookies"",
    ""select_basic_ads"",
    ""create_ads_profile"",
    ""select_personalized_ads"",
    ""measure_ad_performance"",
    ""market_research"",
    ""improve_products"",
    ""create_content_profile"",
    ""select_personalized_content"",
    ""measure_content_performance"",
    ""geolocation_data"",
    ""CookieStatistique"",
    ""CookiePerso"",
    ""CookieMarketing"",
    ""CookieTechnique""
  ],
  ""purposes_li"": [
    ""select_basic_ads"",
    ""measure_ad_performance"",
    ""market_research"",
    ""improve_products"",
    ""create_content_profile"",
    ""select_personalized_content"",
    ""CookieStatistique"",
    ""CookieMarketing""
  ],
  ""vendors"": [
    ""91"",
    ""889"",
    ""316"",
    ""42"",
    ""132"",
    ""402"",
    ""google"",
    ""c:UniversalAnalytics"",
    ""c:Qubit"",
    ""c:Criteo"",
    ""c:ContentSquare"",
    ""c:Facebook"",
    ""c:GoogleAds"",
    ""c:BingAds"",
    ""c:Pinterest"",
    ""c:Taboola"",
    ""c:Critizr"",
    ""c:RemailMe"",
    ""c:GoogleAnalytics4"",
    ""c:bazaarvoice"",
    ""c:effinity"",
    ""c:nocibe-9ZrYVBXM"",
    ""c:puig-UWM9G3bL"",
    ""c:admotv-nNKEnL9k"",
    ""c:snapinc-yhYnJZfT"",
    ""c:spockee-YcRGd7LP"",
    ""c:firebase-paDC3f3r"",
    ""c:airship-8GC7TdBX"",
    ""c:gamned-PZwBJ6mY"",
    ""c:qwarry-nDExHtAF"",
    ""c:adot-myzPA4G6"",
    ""c:bliink-a4P6zDBK"",
    ""c:kmtx-WYRccUp9"",
    ""c:vdx-RhfJCVaY"",
    ""c:campaignm-2b8zJA8g""
  ],
  ""vendors_li"": [
    ""132"",
    ""google"",
    ""c:snapinc-yhYnJZfT"",
    ""c:leboncoi-CNtJ7XEt"",
    ""c:qwarry-nDExHtAF"",
    ""c:adot-myzPA4G6"",
    ""c:bliink-a4P6zDBK"",
    ""c:vdx-RhfJCVaY"",
    ""c:campaignm-2b8zJA8g""
  ]
}",2025-09-05 08:22:46.159,2025-09-05 08:00:00.000,29b2ad43-be6b-441a-9324-038b9268c9b6,empty,5,,sdk-mobile,beauty.com,Gq2bhTwJ,"""FR""","""NAQ""",Didomi SDK,smartphone
5bfcf3de-7ecb-42bf-a6f7-2849cc9f2af7,9c24ca2b-2574-45b1-9eda-d9e7922d596f,consent.given,1.0,"{
  ""action"": ""click"",
  ""previous_purposes"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""previous_purposes_li"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""previous_vendors"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""previous_vendors_li"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""purposes"": {
    ""disabled"": [],
    ""enabled"": [
      ""cookies"",
      ""select_basic_ads"",
      ""create_ads_profile"",
      ""select_personalized_ads"",
      ""measure_ad_performance"",
      ""market_research"",
      ""improve_products"",
      ""geolocation_data"",
      ""create_content_profile"",
      ""select_personalized_content"",
      ""measure_content_performance"",
      ""use_limited_data_to_select_content"",
      ""CookieStatistique"",
      ""CookiePerso"",
      ""CookieMarketing""
    ]
  },
  ""purposes_li"": {
    ""disabled"": [],
    ""enabled"": [
      ""select_basic_ads"",
      ""measure_ad_performance"",
      ""market_research"",
      ""improve_products"",
      ""create_content_profile"",
      ""select_personalized_content"",
      ""CookieStatistique"",
      ""CookieMarketing""
    ]
  },
  ""vendors"": {
    ""disabled"": [],
    ""enabled"": [
      ""91"",
      ""889"",
      ""316"",
      ""42"",
      ""132"",
      ""402"",
      ""google"",
      ""c:UniversalAnalytics"",
      ""c:Qubit"",
      ""c:Criteo"",
      ""c:ContentSquare"",
      ""c:Facebook"",
      ""c:GoogleAds"",
      ""c:BingAds"",
      ""c:Pinterest"",
      ""c:Taboola"",
      ""c:Critizr"",
      ""c:RemailMe"",
      ""c:GoogleAnalytics4"",
      ""c:bazaarvoice"",
      ""c:effinity"",
      ""c:puig-UWM9G3bL"",
      ""c:admotv-nNKEnL9k"",
      ""c:snapinc-yhYnJZfT"",
      ""c:firebase-paDC3f3r"",
      ""c:airship-8GC7TdBX"",
      ""c:gamned-PZwBJ6mY"",
      ""c:qwarry-nDExHtAF"",
      ""c:adot-myzPA4G6"",
      ""c:bliink-a4P6zDBK"",
      ""c:kmtx-WYRccUp9"",
      ""c:vdx-RhfJCVaY"",
      ""c:campaignm-2b8zJA8g""
    ]
  },
  ""vendors_li"": {
    ""disabled"": [],
    ""enabled"": [
      ""132"",
      ""google"",
      ""c:snapinc-yhYnJZfT"",
      ""c:leboncoi-CNtJ7XEt"",
      ""c:qwarry-nDExHtAF"",
      ""c:adot-myzPA4G6"",
      ""c:bliink-a4P6zDBK"",
      ""c:vdx-RhfJCVaY"",
      ""c:campaignm-2b8zJA8g""
    ]
  }
}",2025-09-05 12:17:46.288,2025-09-05 12:00:00.000,29b2ad43-be6b-441a-9324-038b9268c9b6,full opt-in,1,,sdk-mobile,beauty.com,Gq2bhTwJ,"""FR""","""BFC""",Didomi SDK,smartphone
7b3db42e-0e78-474f-851b-93e3c92f9047,d7b44d02-5e5d-48cc-8714-f7b394298d23,pageview,0.1,,2025-09-05 13:34:30.543,2025-09-05 13:00:00.000,29b2ad43-be6b-441a-9324-038b9268c9b6,empty,10,,sdk-mobile,beauty.com,Gq2bhTwJ,"""FR""","""ARA""",Didomi SDK,smartphone
9ddf2bef-2d1f-4d32-a725-0be31f7aa1cb,5d75bb42-e48b-4bd4-a1fd-5e86dbc3d226,pageview,0.1,,2025-09-05 14:27:48.847,2025-09-05 14:00:00.000,29b2ad43-be6b-441a-9324-038b9268c9b6,empty,10,,sdk-mobile,beauty.com,Gq2bhTwJ,"""FR""","""PDL""",Didomi SDK,smartphone
7a91ac53-d193-4ce9-81da-c83ade5f406a,c7a174b2-30b8-4e68-9ee3-629c7c8e42cb,pageview,0.1,,2025-09-05 14:55:12.285,2025-09-05 14:00:00.000,29b2ad43-be6b-441a-9324-038b9268c9b6,empty,10,,sdk-mobile,beauty.com,Gq2bhTwJ,"""FR""","""PDL""",Didomi SDK,smartphone
28169142-1f22-4c9f-90e4-bde0db9183be,893d4157-75b4-4ced-a8e0-11bf1d6145c7,consent.given,1.0,"{
  ""action"": ""click"",
  ""previous_purposes"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""previous_purposes_li"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""previous_vendors"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""previous_vendors_li"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""purposes"": {
    ""disabled"": [],
    ""enabled"": [
      ""cookies"",
      ""select_basic_ads"",
      ""create_ads_profile"",
      ""select_personalized_ads"",
      ""measure_ad_performance"",
      ""market_research"",
      ""improve_products"",
      ""geolocation_data"",
      ""create_content_profile"",
      ""select_personalized_content"",
      ""measure_content_performance"",
      ""use_limited_data_to_select_content"",
      ""CookieStatistique"",
      ""CookiePerso"",
      ""CookieMarketing""
    ]
  },
  ""purposes_li"": {
    ""disabled"": [],
    ""enabled"": [
      ""select_basic_ads"",
      ""measure_ad_performance"",
      ""market_research"",
      ""improve_products"",
      ""create_content_profile"",
      ""select_personalized_content"",
      ""CookieStatistique"",
      ""CookieMarketing""
    ]
  },
  ""vendors"": {
    ""disabled"": [],
    ""enabled"": [
      ""91"",
      ""889"",
      ""316"",
      ""42"",
      ""132"",
      ""402"",
      ""google"",
      ""c:UniversalAnalytics"",
      ""c:Qubit"",
      ""c:Criteo"",
      ""c:ContentSquare"",
      ""c:Facebook"",
      ""c:GoogleAds"",
      ""c:BingAds"",
      ""c:Pinterest"",
      ""c:Taboola"",
      ""c:Critizr"",
      ""c:RemailMe"",
      ""c:GoogleAnalytics4"",
      ""c:bazaarvoice"",
      ""c:effinity"",
      ""c:puig-UWM9G3bL"",
      ""c:admotv-nNKEnL9k"",
      ""c:snapinc-yhYnJZfT"",
      ""c:firebase-paDC3f3r"",
      ""c:airship-8GC7TdBX"",
      ""c:gamned-PZwBJ6mY"",
      ""c:qwarry-nDExHtAF"",
      ""c:adot-myzPA4G6"",
      ""c:bliink-a4P6zDBK"",
      ""c:kmtx-WYRccUp9"",
      ""c:vdx-RhfJCVaY"",
      ""c:campaignm-2b8zJA8g""
    ]
  },
  ""vendors_li"": {
    ""disabled"": [],
    ""enabled"": [
      ""132"",
      ""google"",
      ""c:snapinc-yhYnJZfT"",
      ""c:leboncoi-CNtJ7XEt"",
      ""c:qwarry-nDExHtAF"",
      ""c:adot-myzPA4G6"",
      ""c:bliink-a4P6zDBK"",
      ""c:vdx-RhfJCVaY"",
      ""c:campaignm-2b8zJA8g""
    ]
  }
}",2025-09-05 15:25:25.239,2025-09-05 15:00:00.000,29b2ad43-be6b-441a-9324-038b9268c9b6,full opt-in,1,,sdk-mobile,beauty.com,Gq2bhTwJ,"""FR""",,Didomi SDK,smartphone
461d5ac4-c57c-411c-b884-54ea5e022a0c,893d4157-75b4-4ced-a8e0-11bf1d6145c7,consent.given,1.0,"{
  ""action"": ""click"",
  ""previous_purposes"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""previous_purposes_li"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""previous_vendors"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""previous_vendors_li"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""purposes"": {
    ""disabled"": [],
    ""enabled"": [
      ""select_basic_ads"",
      ""select_personalized_ads"",
      ""measure_ad_performance"",
      ""CookiePerso"",
      ""geolocation_data"",
      ""CookieMarketing"",
      ""cookies"",
      ""create_ads_profile"",
      ""CookieStatistique"",
      ""market_research"",
      ""select_personalized_content"",
      ""improve_products"",
      ""measure_content_performance"",
      ""create_content_profile""
    ]
  },
  ""purposes_li"": {
    ""disabled"": [],
    ""enabled"": [
      ""CookieMarketing"",
      ""CookieStatistique"",
      ""improve_products"",
      ""select_personalized_content"",
      ""market_research"",
      ""create_content_profile"",
      ""measure_ad_performance"",
      ""select_basic_ads""
    ]
  },
  ""vendors"": {
    ""disabled"": [],
    ""enabled"": [
      ""c:adot-myzPA4G6"",
      ""889"",
      ""c:RemailMe"",
      ""c:campaignm-2b8zJA8g"",
      ""c:airship-8GC7TdBX"",
      ""42"",
      ""c:kmtx-WYRccUp9"",
      ""c:firebase-paDC3f3r"",
      ""google"",
      ""c:Facebook"",
      ""c:bliink-a4P6zDBK"",
      ""c:Critizr"",
      ""c:Qubit"",
      ""c:Taboola"",
      ""c:Criteo"",
      ""316"",
      ""c:gamned-PZwBJ6mY"",
      ""c:admotv-nNKEnL9k"",
      ""c:bazaarvoice"",
      ""c:GoogleAds"",
      ""c:effinity"",
      ""c:snapinc-yhYnJZfT"",
      ""c:vdx-RhfJCVaY"",
      ""402"",
      ""c:Pinterest"",
      ""c:UniversalAnalytics"",
      ""c:ContentSquare"",
      ""132"",
      ""91"",
      ""c:BingAds"",
      ""c:GoogleAnalytics4"",
      ""c:puig-UWM9G3bL"",
      ""c:qwarry-nDExHtAF""
    ]
  },
  ""vendors_li"": {
    ""disabled"": [],
    ""enabled"": [
      ""google"",
      ""c:adot-myzPA4G6"",
      ""c:bliink-a4P6zDBK"",
      ""132"",
      ""c:leboncoi-CNtJ7XEt"",
      ""c:vdx-RhfJCVaY"",
      ""c:qwarry-nDExHtAF"",
      ""c:campaignm-2b8zJA8g"",
      ""c:snapinc-yhYnJZfT""
    ]
  }
}",2025-09-05 18:42:29.479,2025-09-05 18:00:00.000,29b2ad43-be6b-441a-9324-038b9268c9b6,full opt-in,1,,sdk-mobile,beauty.com,Gq2bhTwJ,"""FR""","""PAC""",Mobile Safari,tablet
a2940b62-c623-4329-9698-291288b18ba6,893d4157-75b4-4ced-a8e0-11bf1d6145c7,consent.given,1.0,"{
  ""action"": ""click"",
  ""previous_purposes"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""previous_purposes_li"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""previous_vendors"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""previous_vendors_li"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""purposes"": {
    ""disabled"": [],
    ""enabled"": [
      ""cookies"",
      ""select_basic_ads"",
      ""create_ads_profile"",
      ""select_personalized_ads"",
      ""measure_ad_performance"",
      ""measure_content_performance"",
      ""market_research"",
      ""create_content_profile"",
      ""select_personalized_content"",
      ""improve_products"",
      ""geolocation_data"",
      ""CookieStatistique"",
      ""CookiePerso"",
      ""CookieMarketing""
    ]
  },
  ""purposes_li"": {
    ""disabled"": [],
    ""enabled"": [
      ""select_basic_ads"",
      ""measure_ad_performance"",
      ""market_research"",
      ""create_content_profile"",
      ""select_personalized_content"",
      ""improve_products"",
      ""CookieStatistique"",
      ""CookieMarketing""
    ]
  },
  ""vendors"": {
    ""disabled"": [],
    ""enabled"": [
      ""91"",
      ""889"",
      ""316"",
      ""42"",
      ""132"",
      ""402"",
      ""google"",
      ""c:UniversalAnalytics"",
      ""c:Qubit"",
      ""c:Criteo"",
      ""c:ContentSquare"",
      ""c:Facebook"",
      ""c:GoogleAds"",
      ""c:BingAds"",
      ""c:Pinterest"",
      ""c:Taboola"",
      ""c:Critizr"",
      ""c:RemailMe"",
      ""c:GoogleAnalytics4"",
      ""c:bazaarvoice"",
      ""c:effinity"",
      ""c:puig-UWM9G3bL"",
      ""c:admotv-nNKEnL9k"",
      ""c:snapinc-yhYnJZfT"",
      ""c:firebase-paDC3f3r"",
      ""c:airship-8GC7TdBX"",
      ""c:gamned-PZwBJ6mY"",
      ""c:qwarry-nDExHtAF"",
      ""c:adot-myzPA4G6"",
      ""c:bliink-a4P6zDBK"",
      ""c:kmtx-WYRccUp9"",
      ""c:vdx-RhfJCVaY"",
      ""c:campaignm-2b8zJA8g""
    ]
  },
  ""vendors_li"": {
    ""disabled"": [],
    ""enabled"": [
      ""132"",
      ""google"",
      ""c:snapinc-yhYnJZfT"",
      ""c:leboncoi-CNtJ7XEt"",
      ""c:qwarry-nDExHtAF"",
      ""c:adot-myzPA4G6"",
      ""c:bliink-a4P6zDBK"",
      ""c:vdx-RhfJCVaY"",
      ""c:campaignm-2b8zJA8g""
    ]
  }
}",2025-09-10 20:57:36.883,2025-09-10 20:00:00.000,29b2ad43-be6b-441a-9324-038b9268c9b6,full opt-in,1,,sdk-mobile,beauty.com,Gq2bhTwJ,"""FR""","""OCC""",Didomi SDK,smartphone
45af2ff2-4d88-4592-8615-a839d5b8a470,86eb66cf-e267-4442-be28-37cdd63258b0,consent.given,1.0,"{
  ""action"": ""click"",
  ""previous_purposes"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""previous_purposes_li"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""previous_vendors"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""previous_vendors_li"": {
    ""disabled"": [],
    ""enabled"": []
  },
  ""purposes"": {
    ""disabled"": [
      ""cookies"",
      ""select_basic_ads"",
      ""create_ads_profile"",
      ""select_personalized_ads"",
      ""measure_ad_performance"",
      ""market_research"",
      ""improve_products"",
      ""create_content_profile"",
      ""select_personalized_content"",
      ""measure_content_performance"",
      ""geolocation_data"",
      ""CookieStatistique"",
      ""CookiePerso"",
      ""CookieMarketing""
    ],
    ""enabled"": []
  },
  ""purposes_li"": {
    ""disabled"": [],
    ""enabled"": [
      ""select_basic_ads"",
      ""measure_ad_performance"",
      ""market_research"",
      ""improve_products"",
      ""create_content_profile"",
      ""select_personalized_content"",
      ""CookieStatistique"",
      ""CookieMarketing""
    ]
  },
  ""vendors"": {
    ""disabled"": [
      ""91"",
      ""889"",
      ""316"",
      ""42"",
      ""132"",
      ""402"",
      ""google"",
      ""c:UniversalAnalytics"",
      ""c:Qubit"",
      ""c:Criteo"",
      ""c:ContentSquare"",
      ""c:Facebook"",
      ""c:GoogleAds"",
      ""c:BingAds"",
      ""c:Pinterest"",
      ""c:Taboola"",
      ""c:Critizr"",
      ""c:RemailMe"",
      ""c:GoogleAnalytics4"",
      ""c:bazaarvoice"",
      ""c:effinity"",
      ""c:puig-UWM9G3bL"",
      ""c:admotv-nNKEnL9k"",
      ""c:snapinc-yhYnJZfT"",
      ""c:firebase-paDC3f3r"",
      ""c:airship-8GC7TdBX"",
      ""c:gamned-PZwBJ6mY"",
      ""c:qwarry-nDExHtAF"",
      ""c:adot-myzPA4G6"",
      ""c:bliink-a4P6zDBK"",
      ""c:kmtx-WYRccUp9"",
      ""c:vdx-RhfJCVaY"",
      ""c:campaignm-2b8zJA8g""
    ],
    ""enabled"": []
  },
  ""vendors_li"": {
    ""disabled"": [],
    ""enabled"": [
      ""132"",
      ""google"",
      ""c:snapinc-yhYnJZfT"",
      ""c:leboncoi-CNtJ7XEt"",
      ""c:qwarry-nDExHtAF"",
      ""c:adot-myzPA4G6"",
      ""c:bliink-a4P6zDBK"",
      ""c:vdx-RhfJCVaY"",
      ""c:campaignm-2b8zJA8g""
    ]
  }
}",2025-09-10 20:57:43.096,2025-09-10 20:00:00.000,29b2ad43-be6b-441a-9324-038b9268c9b6,opt-out,1,,sdk-mobile,beauty.com,Gq2bhTwJ,"""FR""","""IDF""",Didomi SDK,smartphone
